工步,模式編號,模式工步編號,模式,功率(W),工步編號,循環,迴圈,測試時間,執行時間(毫秒),實際開始時間,實際時間(毫秒),工步種類,電壓(V),電流(A),電量(Ah),能量(KWh),ACR(mOhm),DCIR,總電量(Ah),子工步編號,子迴圈,子循環,子工步種類,狀態,迴圈3,迴圈4,工步執行時間(時:分:秒 毫秒),充電電量(Ah),放電電量(Ah),總能量(KWh),LC電流(mA),Remark,描述,溫度1(℃),溫度2(℃),溫度3(℃),溫度4(℃),溫度5(℃),溫度6(℃),溫度7(℃),溫度8(℃),Voltage(mV)_R1,Current(mA)_R1,RemainingCapacity(mAH)_R1,FullChargeCapacity(mAH)_R1,CycleCount_R1,SOH(%)_R1,RSOC(%)_R1,CHG_R1,DSG_R1,PDSG_R1,HCFET_R1,CB_R1,GPIOB_R1,CUV_R1,COV_R1,OCC_R1,OCD_R1,AOLD_R1,AOLDL_R1,ASCD_R1,ASCDL_R1,OTC_R1,OTD_R1,UTC_R1,UTD_R1,LED_ERROR0_R1,PT_CTL01_R1,PT_CTL2_R1,CellVoltage1(mV)_R2,CellVoltage2(mV)_R2,CellVoltage3(mV)_R2,CellVoltage4(mV)_R2,CellVoltage5(mV)_R2,CellVoltage6(mV)_R2,CellVoltage7(mV)_R2,CellVoltage8(mV)_R2,CellVoltage9(mV)_R2,CellVoltage10(mV)_R2,CellVoltage11(mV)_R2,CellVoltage12(mV)_R2,CellVoltage13(mV)_R2,CellVoltage14(mV)_R2,CellVoltage15(mV)_R2,CellVoltage16(mV)_R2,TS1(C)_R2,TS2(C)_R2,TS3(C)_R2,TS4(C)_R2,TS5(C)_R2,TS6(C)_R2,OFSSET0<2000_R3,OFSSET1<2200_R3,OFSSET2<2400_R3,OFSSET3<2600_R3,OFSSET4<2800_R3,OFSSET5<3000_R3,OFSSET6<3200_R3,OFSSET7<3400_R3,OFSSET8<3600_R3,OFSSET9<3800_R3,ORG_CELL16_R3,FIX_CELL16_R3,TS7(C)_R4,MaxError_R4,PendingEDV_R4,ExtAveCellVoltage(mV)_R4,BatteryStatus_R4,OperationStatus0_R4,OperationStatus1_R4,SafetyStatus0_R4,SafetyStatus1_R4,GaugingStatus_R4,GS_EDV2_R4,GS_EDV1_R4,GS_EDV0_R4,GS_TC_R4,GS_TD_R4,GS_FC_R4,GS_FD_R4,GS_BALOK_R4,GS_DSG_R4,GS_CF_R4,GS_REST_R4,GS_OCVFR_R4,GS_FCCX_R4,GS_VDQ_R4,Serial_Number1_R5,Serial_Number2_R5,Serial_Number3_R5,Manufacturer_Name1_R5,Manufacturer_Name2_R5,Manufacturer_Name3_R5,Manufacture_Date_R6,BMS_Serial_Number_R6,Device_Chemistry_R6,BMS_FW_VER1_R6,BMS_FW_VER2_R6,BMS_FW_DATE_R6,EDV0_R7,EDV1_R7,EDV2_R7,HV1,HV2,HV3,HV4,HV5,HV6,HV7,HV8,HV9,HV10,HV11,HV12,HV13,HV14,HV15,HV16,HV17,HT1,HT2,HT3,HT4,HT5,HT6,HT7,HT8,HT9,HT10,HT11,HT12,HT13
6,0,6,1,0,6,1,1,2025-03-07 12:06:50.725,11703360,2025-03-07 12:06:51.095,11703730,REST,53.7413,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:00 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53754,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3361,3359,3362,3356,3357,3359,3358,3359,3362,3357,3357,3359,3360,3357,3372,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3349,3372,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0155,-0.0225,-0.014,-0.0045,-0.0025,-0.0025,-0.001,-0.0075,-0.0095,-0.0105,0.007,0.014,0.005,-0.012,-0.026,0.0405,-0.004,22.3,22.2,22,22,22,22.1,22,22.1,22,22,21.9,22,22
6,0,6,1,0,6,1,1,2025-03-07 12:06:53.725,11706360,2025-03-07 12:06:54.095,11706730,REST,53.7403,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:03 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53752,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3361,3359,3362,3356,3357,3359,3358,3359,3362,3357,3357,3359,3360,3357,3372,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3349,3372,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0135,0.019,0.0095,0.0085,0.008,0.0125,0.0085,0.0055,0.006,-0.0185,-0.0315,-0.002,0.0075,0.0045,0.002,-0.049,-0.0035,22.2,22.1,22,22,22,22.1,22,22.2,22,22,21.9,21.9,22.1
6,0,6,1,0,6,1,1,2025-03-07 12:06:56.725,11709360,2025-03-07 12:06:57.095,11709730,REST,53.7369,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:06 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53752,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3361,3359,3362,3356,3357,3359,3358,3359,3362,3357,3357,3359,3360,3357,3374,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3351,3374,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0025,0.0035,0.001,0.007,0.0065,0.011,0.008,0.001,-0.0015,-0.026,-0.027,0.0065,0.012,-0.003,-0.012,-0.016,-0.0025,22.3,22.3,22,22.1,22.1,22.1,22.1,22.2,22,22,22,22,22.1
6,0,6,1,0,6,1,1,2025-03-07 12:06:59.725,11712360,2025-03-07 12:07:00.095,11712730,REST,53.735,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:09 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53751,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3361,3358,3362,3356,3357,3359,3358,3359,3362,3356,3357,3359,3360,3357,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3349,3372,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0155,0.023,0.014,0.0055,0.004,0.0055,0.0025,0.0075,0.011,0.005,-0.016,-0.015,-0.0045,0.007,0.0195,-0.0525,-0.0025,22.5,22.2,22.1,22,22.1,22.1,22.1,22.3,22,22,22,22,22
6,0,6,1,0,6,1,1,2025-03-07 12:07:02.725,11715360,2025-03-07 12:07:03.095,11715730,REST,53.7333,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:12 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53751,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3361,3358,3362,3356,3357,3359,3358,3359,3361,3357,3357,3359,3360,3356,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.002,-0.004,-0.003,0.004,0.006,0.009,0.006,-0.0005,-0.004,-0.025,-0.019,0.0115,0.0125,-0.0075,-0.019,-0.001,-0.0035,22.4,22.2,22.1,22.2,22.1,22.2,22.3,22.5,22,22.1,22,22,22.1
6,0,6,1,0,6,1,1,2025-03-07 12:07:05.725,11718360,2025-03-07 12:07:06.095,11718730,REST,53.7324,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:15 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53750,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3360,3358,3362,3356,3357,3358,3357,3359,3361,3357,3357,3359,3360,3357,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.016,0.023,0.0135,0.006,0.0045,0.006,0.003,0.008,0.011,0.0045,-0.018,-0.0145,-0.0045,0.008,0.019,-0.053,-0.003,22.3,22.1,22.1,22,22,22.1,22.1,22.2,21.9,21.9,22,21.9,22
6,0,6,1,0,6,1,1,2025-03-07 12:07:08.725,11721360,2025-03-07 12:07:09.095,11721730,REST,53.7293,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:18 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53751,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3360,3358,3362,3356,3357,3359,3357,3358,3362,3357,3357,3359,3360,3357,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.017,-0.025,-0.015,-0.0065,-0.0055,-0.006,-0.003,-0.008,-0.0105,-0.005,0.0155,0.0125,0,-0.0125,-0.0235,0.048,-0.004,22.4,22.1,22,22,22,22.1,22.3,22.2,21.9,21.9,21.9,22,22.1
6,0,6,1,0,6,1,1,2025-03-07 12:07:11.725,11724360,2025-03-07 12:07:12.095,11724730,REST,53.7289,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:21 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53742,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3359,3360,3358,3362,3356,3356,3359,3357,3358,3361,3355,3356,3359,3360,3356,3372,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0005,-0.0005,0,-0.0065,-0.007,-0.01,-0.008,0,0.004,0.0255,0.021,-0.012,-0.0155,0.002,0.012,0.0045,-0.0035,22.2,22,22,21.9,21.9,22,22,22.1,21.9,21.7,21.8,21.9,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:14.725,11727360,2025-03-07 12:07:15.095,11727730,REST,53.7272,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:24 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53741,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3360,3358,3361,3356,3356,3358,3357,3358,3361,3356,3356,3358,3359,3356,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.002,-0.0045,-0.003,0.004,0.0055,0.008,0.0065,-0.0005,-0.004,-0.0245,-0.019,0.0115,0.012,-0.008,-0.0195,0,-0.0025,22.4,22.1,22,22,21.9,22,22.2,22.3,21.9,22,22,21.9,22
6,0,6,1,0,6,1,1,2025-03-07 12:07:17.725,11730360,2025-03-07 12:07:18.095,11730730,REST,53.7259,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:27 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53741,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3360,3358,3361,3355,3356,3358,3357,3358,3361,3356,3356,3358,3359,3356,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0165,0.0235,0.013,0.0075,0.0065,0.0095,0.005,0.0085,0.0105,-0.0005,-0.022,-0.0125,-0.002,0.0065,0.017,-0.056,-0.0035,22.2,21.9,21.9,21.8,21.9,21.9,22.1,22.1,21.8,21.8,21.8,21.8,21.7
6,0,6,1,0,6,1,1,2025-03-07 12:07:20.725,11733360,2025-03-07 12:07:21.095,11733730,REST,53.7227,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:30 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53740,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3360,3358,3361,3356,3356,3358,3357,3358,3361,3356,3356,3358,3359,3356,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3347,3370,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0125,0.017,0.008,0.009,0.008,0.013,0.009,0.005,0.004,-0.0215,-0.033,-0.001,0.0095,0.003,-0.0005,-0.0445,-0.0035,22.2,21.9,21.9,21.9,21.9,21.9,21.9,22,21.6,21.8,21.8,21.7,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:23.725,11736360,2025-03-07 12:07:24.095,11736730,REST,53.7219,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:33 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53741,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3359,3357,3361,3355,3356,3359,3357,3358,3361,3356,3356,3358,3359,3355,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0085,0.0135,0.0075,-0.0005,-0.0025,-0.003,-0.0045,0.0035,0.007,0.0195,0.0035,-0.017,-0.014,0.0045,0.0195,-0.0285,-0.0035,22.3,22,21.9,22,22,22,22,22,21.9,21.9,21.8,21.9,22
6,0,6,1,0,6,1,1,2025-03-07 12:07:26.725,11739360,2025-03-07 12:07:27.095,11739730,REST,53.7201,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:36 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53740,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3359,3357,3361,3355,3356,3358,3357,3358,3361,3356,3356,3358,3359,3356,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3347,3370,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0075,0.01,0.0045,0.008,0.0075,0.013,0.009,0.0035,0.001,-0.026,-0.0315,0.004,0.0125,0,-0.0085,-0.0305,-0.0035,22.2,21.8,21.8,21.9,21.8,21.9,22,22,21.8,21.6,21.6,21.7,21.9
6,0,6,1,0,6,1,1,2025-03-07 12:07:29.725,11742360,2025-03-07 12:07:30.095,11742730,REST,53.7176,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:39 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53732,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3358,3359,3357,3361,3355,3356,3358,3357,3358,3360,3356,3355,3358,3358,3355,3372,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3349,3372,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.015,0.02,0.0105,0.0095,0.008,0.0125,0.0085,0.0075,0.0085,-0.014,-0.031,-0.004,0.007,0.006,0.004,-0.0495,-0.001,22.1,21.9,21.9,21.8,21.8,21.9,22,22.1,21.7,21.6,21.7,21.7,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:32.725,11745360,2025-03-07 12:07:33.095,11745730,REST,53.7158,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:42 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53731,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3359,3357,3361,3355,3356,3358,3357,3358,3361,3356,3355,3358,3358,3355,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3348,3371,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0155,0.0235,0.013,0.0065,0.0055,0.0085,0.0055,0.0085,0.01,0.0005,-0.0205,-0.013,-0.0025,0.007,0.017,-0.056,-0.0035,22.1,21.9,21.9,21.8,21.7,21.9,22,22,21.7,21.7,21.6,21.7,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:35.725,11748360,2025-03-07 12:07:36.095,11748730,REST,53.7156,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:45 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53732,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3359,3357,3361,3355,3356,3358,3357,3358,3360,3355,3355,3357,3358,3355,3372,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3349,3372,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.012,-0.015,-0.0085,-0.009,-0.0095,-0.0135,-0.0095,-0.0045,-0.0025,0.0245,0.031,-0.004,-0.0145,-0.0055,0,0.0365,-0.004,22.2,21.8,21.9,21.8,21.8,22,22.1,22.1,21.7,21.6,21.8,21.8,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:38.725,11751360,2025-03-07 12:07:39.095,11751730,REST,53.7132,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:48 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53731,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3359,3357,3361,3355,3355,3358,3357,3358,3361,3355,3355,3357,3358,3355,3371,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3347,3370,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0075,-0.0105,-0.005,-0.008,-0.009,-0.013,-0.01,-0.003,-0.0005,0.0255,0.029,-0.0065,-0.018,-0.0045,0.0065,0.0245,-0.005,22.1,21.8,21.9,21.7,21.8,21.9,22,22,21.6,21.7,21.7,21.7,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:41.725,11754360,2025-03-07 12:07:42.095,11754730,REST,53.7125,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:51 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53730,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3359,3357,3361,3355,3356,3357,3357,3358,3360,3356,3355,3357,3358,3355,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3347,3370,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.003,-0.0025,-0.001,-0.007,-0.0075,-0.0105,-0.0085,-0.0005,0.0025,0.025,0.0225,-0.01,-0.0155,0.0005,0.011,0.009,-0.004,22.2,21.9,21.9,21.8,21.7,22,22.2,22.2,21.8,21.8,21.8,21.9,21.8
6,0,6,1,0,6,1,1,2025-03-07 12:07:44.725,11757360,2025-03-07 12:07:45.095,11757730,REST,53.7108,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:54 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53720,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3358,3357,3361,3355,3355,3357,3356,3357,3360,3355,3357,3357,3358,3355,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3347,3370,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.008,0.0105,0.0045,0.008,0.008,0.0125,0.0095,0.003,0.001,-0.026,-0.032,0.0035,0.013,0,-0.0085,-0.032,-0.0025,22.2,21.8,21.9,21.8,21.8,21.8,22,22,21.6,21.7,21.6,21.7,21.7
6,0,6,1,0,6,1,1,2025-03-07 12:07:47.725,11760360,2025-03-07 12:07:48.095,11760730,REST,53.7077,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:04:57 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53720,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3358,3357,3360,3354,3355,3357,3356,3357,3360,3355,3355,3357,3358,3355,3370,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3346,3369,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.003,0.0055,0.003,-0.0035,-0.0055,-0.0075,-0.0065,0.002,0.005,0.023,0.014,-0.0145,-0.016,0.003,0.0175,-0.008,-0.004,22.3,22,22,22,22,22,22.2,22.2,21.8,21.9,21.8,21.8,21.7
6,0,6,1,0,6,1,1,2025-03-07 12:07:50.725,11763360,2025-03-07 12:07:51.095,11763730,REST,53.7078,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:05:00 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53718,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3358,3357,3360,3355,3355,3357,3356,3357,3360,3355,3355,3357,3358,3354,3368,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3345,3368,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0025,0.0025,0.0005,0.006,0.0065,0.011,0.0075,0.0005,-0.0015,-0.0255,-0.026,0.0075,0.0125,-0.0035,-0.013,-0.0155,-0.002,22.2,22,22,22,21.9,22,22.2,22.2,21.9,21.7,21.8,21.8,21.9
6,0,6,1,0,6,1,1,2025-03-07 12:07:53.725,11766360,2025-03-07 12:07:54.095,11766730,REST,53.7064,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:05:03 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53719,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3358,3357,3360,3354,3355,3357,3356,3357,3360,3355,3355,3357,3358,3355,3369,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3346,3369,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.014,0.021,0.012,0.0035,0.001,0.002,0.0005,0.007,0.0095,0.011,-0.0085,-0.016,-0.009,0.007,0.0225,-0.0445,-0.0035,22.1,22,21.9,21.9,21.8,22,22,22,21.7,21.7,21.7,21.8,21.9
6,0,6,1,0,6,1,1,2025-03-07 12:07:56.725,11769360,2025-03-07 12:07:57.095,11769730,REST,53.7037,0,0,0,0,0,0.0517,0,0,0,REST,Rest,1,1,00:05:06 030,48.2728,48.2211,0.2293,0,,,0,0,0,0,0,0,0,0,53719,0,45000,45000,1,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3357,3358,3357,3360,3354,3355,3357,3356,3357,3359,3355,3355,3357,3358,3355,3369,36,34,35,31,26,34,14,16,17,15,17,15,20,23,23,27,3346,3369,-273,100,3008,3359,16608,263,0,0,0,202,0,0,0,1,0,1,0,0,1,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0135,-0.02,-0.012,-0.0025,-0.0005,0,0.0005,-0.0055,-0.008,-0.014,0.002,0.014,0.0075,-0.0115,-0.026,0.0345,-0.004,22.1,22,22,21.9,21.9,22,22.1,22.1,21.8,21.9,21.8,21.7,22
